model,tier,system,qid,type,judge,fuzzy,latency_ms,cost_usd,turns,gt_suspect,over_answered
claude-haiku-4-5,2000,sql-fts,MH-93,multi-hop,0.0,0.5,6664,0.0202252,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,MH-93,multi-hop,1.0,1.0,19827,0.04657565,4.0,False,False
claude-haiku-4-5,2000,llm-only,MH-93,multi-hop,0.5,0.5,3187,0.0228577,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,MH-93,multi-hop,1.0,1.0,13733,0.044998800000000005,4.0,False,False
claude-haiku-4-5,2000,graph,COH-27,cohort,1.0,1.0,5595,0.02296235,2.0,False,False
claude-haiku-4-5,2000,sql-fts,COH-27,cohort,0.0,0.0,4479,0.0155577,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,COH-27,cohort,0.0,0.0,7631,0.023895350000000003,2.0,False,False
claude-haiku-4-5,2000,graph-cypher,COH-27,cohort,0.0,0.0,11321,0.034023450000000004,3.0,False,False
claude-haiku-4-5,2000,graph,TMP-137,temporal,0.5,0.75,7052,0.02581605,2.0,True,False
claude-haiku-4-5,2000,sql-fts,TMP-137,temporal,0.0,0.75,10213,0.0159027,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,TMP-137,temporal,0.5,0.75,9516,0.0257273,2.0,True,False
claude-haiku-4-5,2000,llm-only,TMP-137,temporal,0.5,0.75,9571,0.020362699999999997,1.0,True,False
claude-haiku-4-5,2000,graph-cypher,TMP-137,temporal,0.5,1.0,9373,0.026749800000000004,2.0,True,False
claude-haiku-4-5,2000,graph,SL-56,simple-lookup,1.0,1.0,7982,0.031894900000000004,3.0,False,False
claude-haiku-4-5,2000,sql-fts,SL-56,simple-lookup,1.0,1.0,3298,0.01167145,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,SL-56,simple-lookup,1.0,1.0,7839,0.024659999999999998,2.0,False,False
claude-haiku-4-5,2000,llm-only,SL-56,simple-lookup,1.0,1.0,4000,0.01476395,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,SL-56,simple-lookup,1.0,1.0,10229,0.033589350000000004,3.0,False,False
claude-haiku-4-5,2000,graph,RSN-52,reasoning,1.0,0.14285714285714285,24911,0.0545324,6.0,False,True
claude-haiku-4-5,2000,sql-fts,RSN-52,reasoning,0.5,0.14285714285714285,11820,0.017747699999999998,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,RSN-52,reasoning,0.0,0.2857142857142857,40261,0.07322139999999999,5.0,False,False
claude-haiku-4-5,2000,llm-only,RSN-52,reasoning,1.0,0.5714285714285714,22322,0.0291202,1.0,False,True
claude-haiku-4-5,2000,graph-cypher,RSN-52,reasoning,1.0,0.42857142857142855,35715,0.06927945,9.0,False,True
claude-haiku-4-5,2000,graph,MH-13,multi-hop,1.0,1.0,18283,0.0663459,6.0,False,False
claude-haiku-4-5,2000,sql-fts,MH-13,multi-hop,1.0,1.0,6859,0.01855645,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,MH-13,multi-hop,1.0,1.0,12139,0.03406485,3.0,False,False
claude-haiku-4-5,2000,llm-only,MH-13,multi-hop,1.0,1.0,8211,0.0270802,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,MH-13,multi-hop,1.0,1.0,15258,0.03452105,3.0,False,False
claude-haiku-4-5,2000,graph,COH-7,cohort,1.0,1.0,7288,0.023098900000000002,2.0,False,False
claude-haiku-4-5,2000,sql-fts,COH-7,cohort,0.0,0.5,11762,0.0161852,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,COH-7,cohort,1.0,1.0,17028,0.05115,5.0,False,False
claude-haiku-4-5,2000,graph-cypher,COH-7,cohort,1.0,1.0,9132,0.02435015,2.0,False,False
claude-haiku-4-5,2000,graph,TMP-15,temporal,1.0,0.6153846153846154,10728,0.036244450000000004,3.0,False,False
claude-haiku-4-5,2000,sql-fts,TMP-15,temporal,0.0,0.46153846153846156,3710,0.01508895,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,TMP-15,temporal,1.0,0.6153846153846154,22040,0.0394312,3.0,False,False
claude-haiku-4-5,2000,llm-only,TMP-15,temporal,0.5,0.7692307692307693,6671,0.0245027,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,TMP-15,temporal,0.5,0.5384615384615384,41186,0.0874871,8.0,False,False
claude-haiku-4-5,2000,graph,SL-115,simple-lookup,1.0,1.0,6889,0.02304755,2.0,False,False
claude-haiku-4-5,2000,sql-fts,SL-115,simple-lookup,1.0,1.0,2866,0.0104877,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,SL-115,simple-lookup,1.0,1.0,5899,0.0236718,2.0,False,False
claude-haiku-4-5,2000,llm-only,SL-115,simple-lookup,1.0,1.0,2834,0.01327645,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,SL-115,simple-lookup,1.0,1.0,6793,0.0235763,2.0,False,False
claude-haiku-4-5,2000,graph,RSN-30,reasoning,1.0,0.26666666666666666,27717,0.04862355,9.0,False,False
claude-haiku-4-5,2000,sql-fts,RSN-30,reasoning,1.0,0.4666666666666667,13973,0.11264769999999999,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,RSN-30,reasoning,1.0,0.4666666666666667,70851,0.10904785,7.0,False,False
claude-haiku-4-5,2000,llm-only,RSN-30,reasoning,1.0,0.4,11734,0.03118395,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,RSN-30,reasoning,1.0,0.6666666666666666,54275,0.0893717,15.0,False,False
claude-haiku-4-5,2000,graph,MH-58,multi-hop,1.0,1.0,78997,0.19336165,19.0,False,False
claude-haiku-4-5,2000,sql-fts,MH-58,multi-hop,0.0,0.14285714285714285,6373,0.0161402,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,MH-58,multi-hop,1.0,1.0,28819,0.08094135,7.0,False,False
claude-haiku-4-5,2000,llm-only,MH-58,multi-hop,0.0,0.14285714285714285,8153,0.023888950000000003,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,MH-58,multi-hop,1.0,1.0,22147,0.0535615,5.0,False,False
claude-haiku-4-5,2000,graph,COH-28,cohort,0.0,0.0,5447,0.02230085,2.0,False,False
claude-haiku-4-5,2000,sql-fts,COH-28,cohort,0.0,0.0,4875,0.01575895,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,COH-28,cohort,0.0,0.0,10449,0.032613699999999995,3.0,False,False
claude-haiku-4-5,2000,graph-cypher,COH-28,cohort,0.0,0.0,7717,0.0234026,2.0,False,False
claude-haiku-4-5,2000,graph,TMP-24,temporal,1.0,0.15384615384615385,13537,0.0371493,3.0,False,False
claude-haiku-4-5,2000,sql-fts,TMP-24,temporal,0.0,0.23076923076923078,4380,0.01146895,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,TMP-24,temporal,1.0,0.23076923076923078,11454,0.02752865,2.0,False,False
claude-haiku-4-5,2000,llm-only,TMP-24,temporal,0.5,0.5384615384615384,6829,0.014400199999999998,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,TMP-24,temporal,1.0,0.38461538461538464,15765,0.035777,3.0,False,False
claude-haiku-4-5,2000,graph,SL-197,simple-lookup,1.0,0.7,15960,0.05154955,5.0,False,False
claude-haiku-4-5,2000,sql-fts,SL-197,simple-lookup,1.0,0.7,3608,0.0108727,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,SL-197,simple-lookup,1.0,0.7,6361,0.0243018,2.0,False,False
claude-haiku-4-5,2000,llm-only,SL-197,simple-lookup,1.0,0.8,3667,0.01362645,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,SL-197,simple-lookup,1.0,0.7,8297,0.024079299999999998,2.0,False,False
claude-haiku-4-5,2000,graph,RSN-71,reasoning,1.0,0.6470588235294118,62878,0.14698575,14.0,False,False
claude-haiku-4-5,2000,sql-fts,RSN-71,reasoning,1.0,0.5882352941176471,16161,0.021320199999999997,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,RSN-71,reasoning,1.0,0.7058823529411765,40497,0.1065613,7.0,False,False
claude-haiku-4-5,2000,llm-only,RSN-71,reasoning,1.0,0.5882352941176471,14417,0.0263527,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,RSN-71,reasoning,1.0,0.7058823529411765,50291,0.0941946,8.0,False,False
claude-haiku-4-5,2000,graph,MH-130,multi-hop,1.0,0.5,19498,0.0523978,5.0,False,False
claude-haiku-4-5,2000,sql-fts,MH-130,multi-hop,0.0,0.0,4710,0.01075395,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,MH-130,multi-hop,1.0,1.0,9771,0.025670699999999998,2.0,False,False
claude-haiku-4-5,2000,llm-only,MH-130,multi-hop,0.0,0.0,4534,0.0121152,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,MH-130,multi-hop,1.0,1.0,12860,0.034555749999999996,3.0,False,False
claude-haiku-4-5,2000,graph,COH-8,cohort,1.0,1.0,6693,0.14132424999999998,2.0,False,False
claude-haiku-4-5,2000,sql-fts,COH-8,cohort,0.0,0.5,3909,0.01488145,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,COH-8,cohort,1.0,1.0,14516,0.0422719,4.0,False,False
claude-haiku-4-5,2000,graph-cypher,COH-8,cohort,1.0,1.0,8521,0.02535225,2.0,False,False
claude-haiku-4-5,2000,graph,TMP-8,temporal,1.0,0.3076923076923077,15831,0.052055000000000004,5.0,False,False
claude-haiku-4-5,2000,sql-fts,TMP-8,temporal,0.0,0.15384615384615385,4680,0.0149402,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,TMP-8,temporal,1.0,0.7692307692307693,13627,0.02839295,2.0,False,False
claude-haiku-4-5,2000,llm-only,TMP-8,temporal,1.0,0.46153846153846156,4914,0.0212377,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,TMP-8,temporal,1.0,0.8461538461538461,12532,0.0280912,2.0,False,False
claude-haiku-4-5,2000,graph,SL-72,simple-lookup,1.0,1.0,5709,0.024226150000000002,2.0,False,False
claude-haiku-4-5,2000,sql-fts,SL-72,simple-lookup,0.5,1.0,6649,0.018398949999999997,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,SL-72,simple-lookup,1.0,1.0,6980,0.0247384,2.0,False,False
claude-haiku-4-5,2000,llm-only,SL-72,simple-lookup,1.0,1.0,3765,0.02025145,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,SL-72,simple-lookup,1.0,1.0,9959,0.026206650000000005,2.0,False,False
claude-haiku-4-5,2000,graph,RSN-11,reasoning,1.0,0.5384615384615384,36610,0.08151885,12.0,False,False
claude-haiku-4-5,2000,sql-fts,RSN-11,reasoning,1.0,0.23076923076923078,6363,0.01337145,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,RSN-11,reasoning,0.5,0.6923076923076923,18263,0.03353495,6.0,False,False
claude-haiku-4-5,2000,llm-only,RSN-11,reasoning,0.5,0.38461538461538464,5761,0.01653645,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,RSN-11,reasoning,0.5,0.5384615384615384,35715,0.10583695,10.0,False,False
claude-haiku-4-5,2000,graph,MH-94,multi-hop,1.0,1.0,45411,0.13511875,14.0,False,False
claude-haiku-4-5,2000,sql-fts,MH-94,multi-hop,0.0,1.0,12952,0.01675895,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,MH-94,multi-hop,1.0,1.0,16458,0.0447506,4.0,False,False
claude-haiku-4-5,2000,llm-only,MH-94,multi-hop,1.0,1.0,4370,0.0199902,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,MH-94,multi-hop,1.0,1.0,11633,0.034390800000000006,3.0,False,False
claude-haiku-4-5,2000,graph,COH-29,cohort,0.0,0.0,8148,0.0239134,2.0,True,False
claude-haiku-4-5,2000,sql-fts,COH-29,cohort,0.0,0.0,7764,0.016571449999999998,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,COH-29,cohort,0.0,0.0,6201,0.0237589,2.0,True,False
claude-haiku-4-5,2000,graph-cypher,COH-29,cohort,0.0,0.0,8592,0.0325303,3.0,True,False
claude-haiku-4-5,2000,graph,TMP-64,temporal,0.0,0.15384615384615385,11866,0.034182050000000005,4.0,False,False
claude-haiku-4-5,2000,sql-fts,TMP-64,temporal,0.0,0.15384615384615385,28452,0.0257977,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,TMP-64,temporal,1.0,0.6153846153846154,19482,0.046677500000000004,4.0,False,False
claude-haiku-4-5,2000,llm-only,TMP-64,temporal,0.5,0.3076923076923077,7775,0.0186777,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,TMP-64,temporal,0.5,0.23076923076923078,15658,0.0370763,3.0,False,False
claude-haiku-4-5,2000,sql-fts,SL-157,simple-lookup,0.0,0.0,2845,0.0107652,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,SL-157,simple-lookup,1.0,1.0,17010,0.037379850000000006,3.0,False,False
claude-haiku-4-5,2000,llm-only,SL-157,simple-lookup,0.0,0.0,3350,0.013633949999999999,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,SL-157,simple-lookup,1.0,1.0,10060,0.0263461,2.0,False,False
claude-haiku-4-5,2000,graph,RSN-53,reasoning,0.5,0.2857142857142857,28906,0.07844355000000001,10.0,False,True
claude-haiku-4-5,2000,sql-fts,RSN-53,reasoning,0.0,0.14285714285714285,14959,0.01985895,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,RSN-53,reasoning,0.0,0.2857142857142857,33059,0.07334425,6.0,False,False
claude-haiku-4-5,2000,llm-only,RSN-53,reasoning,0.0,0.0,10208,0.0232177,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,RSN-53,reasoning,0.5,0.42857142857142855,82243,0.08630655000000001,10.0,False,True
claude-haiku-4-5,2000,graph,MH-14,multi-hop,1.0,1.0,19168,0.0543318,5.0,False,False
claude-haiku-4-5,2000,sql-fts,MH-14,multi-hop,1.0,1.0,4677,0.0172302,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,MH-14,multi-hop,1.0,1.0,9428,0.0340753,3.0,False,False
claude-haiku-4-5,2000,llm-only,MH-14,multi-hop,1.0,1.0,8885,0.0228027,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,MH-14,multi-hop,1.0,1.0,9863,0.03393905,3.0,False,False
claude-haiku-4-5,2000,graph,COH-9,cohort,1.0,1.0,5125,0.022560800000000002,2.0,False,False
claude-haiku-4-5,2000,sql-fts,COH-9,cohort,0.0,1.0,8138,0.01680395,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,COH-9,cohort,0.0,0.0,8335,0.092956,2.0,False,False
claude-haiku-4-5,2000,graph-cypher,COH-9,cohort,1.0,1.0,11108,0.02692255,2.0,False,False
claude-haiku-4-5,2000,graph,TMP-138,temporal,0.0,0.25,14747,0.036076300000000006,3.0,False,False
claude-haiku-4-5,2000,sql-fts,TMP-138,temporal,0.0,0.75,15653,0.04301145,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,TMP-138,temporal,0.0,0.75,39067,0.07389605,5.0,False,False
claude-haiku-4-5,2000,llm-only,TMP-138,temporal,0.0,0.5,14246,0.033530199999999996,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,TMP-138,temporal,0.0,0.75,15488,0.036046550000000004,2.0,False,False
claude-haiku-4-5,2000,graph,SL-15,simple-lookup,1.0,1.0,6844,0.03279025,3.0,False,False
claude-haiku-4-5,2000,sql-fts,SL-15,simple-lookup,1.0,1.0,5236,0.0172652,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,SL-15,simple-lookup,1.0,1.0,8621,0.02609525,2.0,False,False
claude-haiku-4-5,2000,llm-only,SL-15,simple-lookup,1.0,1.0,5096,0.023588949999999997,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,SL-15,simple-lookup,0.0,0.0,9009,0.026074,2.0,False,False
claude-haiku-4-5,2000,graph,RSN-31,reasoning,1.0,0.26666666666666666,28230,0.05676585000000001,7.0,False,False
claude-haiku-4-5,2000,sql-fts,RSN-31,reasoning,1.0,0.3333333333333333,10052,0.03309645,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,RSN-31,reasoning,1.0,0.5333333333333333,19445,0.0442071,4.0,False,False
claude-haiku-4-5,2000,llm-only,RSN-31,reasoning,1.0,0.2,11459,0.03095395,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,RSN-31,reasoning,1.0,0.6,35504,0.08207705,7.0,False,True
claude-haiku-4-5,2000,graph,MH-59,multi-hop,1.0,1.0,36637,0.10771310000000002,10.0,False,False
claude-haiku-4-5,2000,sql-fts,MH-59,multi-hop,0.0,0.16666666666666666,8450,0.02075145,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,MH-59,multi-hop,1.0,1.0,16573,0.045740249999999996,4.0,False,False
claude-haiku-4-5,2000,llm-only,MH-59,multi-hop,0.0,0.16666666666666666,11127,0.0320827,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,MH-59,multi-hop,1.0,1.0,13567,0.032077350000000004,2.0,False,False
claude-haiku-4-5,2000,graph,COH-51,cohort,1.0,1.0,6296,0.022943850000000002,2.0,False,False
claude-haiku-4-5,2000,sql-fts,COH-51,cohort,0.0,0.0,4852,0.015726450000000003,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,COH-51,cohort,1.0,1.0,5718,0.02381685,2.0,False,False
claude-haiku-4-5,2000,graph-cypher,COH-51,cohort,1.0,1.0,8398,0.02470185,2.0,False,False
claude-haiku-4-5,2000,graph,TMP-16,temporal,1.0,0.5384615384615384,12149,0.04292205,4.0,True,False
claude-haiku-4-5,2000,sql-fts,TMP-16,temporal,0.0,0.07692307692307693,11818,0.0379402,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,TMP-16,temporal,0.0,0.15384615384615385,16013,0.036879300000000004,3.0,False,False
claude-haiku-4-5,2000,llm-only,TMP-16,temporal,0.0,0.07692307692307693,7704,0.02695895,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,TMP-16,temporal,0.0,0.23076923076923078,14695,0.02690065,2.0,False,False
claude-haiku-4-5,2000,graph,SL-116,simple-lookup,0.0,0.5,5635,0.02322385,2.0,False,False
claude-haiku-4-5,2000,sql-fts,SL-116,simple-lookup,0.5,1.0,3843,0.01265395,1.0,False,True
claude-haiku-4-5,2000,sql-t2s,SL-116,simple-lookup,0.5,1.0,8856,0.026368100000000002,2.0,False,True
claude-haiku-4-5,2000,llm-only,SL-116,simple-lookup,0.5,1.0,4725,0.0162427,1.0,False,True
claude-haiku-4-5,2000,graph-cypher,SL-116,simple-lookup,0.0,0.5,6701,0.024528100000000004,2.0,False,False
claude-haiku-4-5,2000,graph,RSN-72,reasoning,1.0,0.5789473684210527,38831,0.07521130000000001,12.0,False,False
claude-haiku-4-5,2000,sql-fts,RSN-72,reasoning,1.0,0.7368421052631579,13415,0.0192152,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,RSN-72,reasoning,1.0,0.7894736842105263,51849,0.12325530000000001,11.0,False,True
claude-haiku-4-5,2000,llm-only,RSN-72,reasoning,1.0,0.6842105263157895,11664,0.0243802,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,RSN-72,reasoning,1.0,0.7368421052631579,27854,0.0459677,5.0,False,True
claude-haiku-4-5,2000,graph,MH-134,multi-hop,1.0,1.0,29060,0.08174465,8.0,False,False
claude-haiku-4-5,2000,sql-fts,MH-134,multi-hop,0.0,0.0,4629,0.011766450000000001,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,MH-134,multi-hop,1.0,1.0,7456,0.024695800000000004,2.0,False,False
claude-haiku-4-5,2000,llm-only,MH-134,multi-hop,0.0,0.0,4055,0.014423949999999998,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,MH-134,multi-hop,1.0,1.0,9307,0.0269088,2.0,False,False
claude-haiku-4-5,2000,graph,COH-10,cohort,1.0,1.0,4922,0.022444150000000003,2.0,False,False
claude-haiku-4-5,2000,sql-fts,COH-10,cohort,0.0,1.0,7334,0.0168902,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,COH-10,cohort,1.0,1.0,8790,0.025135900000000003,2.0,False,False
claude-haiku-4-5,2000,graph-cypher,COH-10,cohort,1.0,1.0,8018,0.02492515,2.0,False,False
claude-haiku-4-5,2000,graph,TMP-25,temporal,1.0,0.46153846153846156,11206,0.03583985,4.0,False,False
claude-haiku-4-5,2000,sql-fts,TMP-25,temporal,0.0,0.15384615384615385,3964,0.0136127,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,TMP-25,temporal,1.0,0.5384615384615384,15021,0.037114650000000006,3.0,False,False
claude-haiku-4-5,2000,llm-only,TMP-25,temporal,1.0,0.7692307692307693,4489,0.0196202,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,TMP-25,temporal,1.0,0.7692307692307693,12028,0.036723399999999996,3.0,False,False
claude-haiku-4-5,2000,graph,SL-198,simple-lookup,1.0,0.8,16108,0.05123900000000001,5.0,False,False
claude-haiku-4-5,2000,sql-fts,SL-198,simple-lookup,1.0,0.8,5250,0.013431450000000001,1.0,False,True
claude-haiku-4-5,2000,sql-t2s,SL-198,simple-lookup,1.0,0.8,7236,0.02407965,2.0,False,False
claude-haiku-4-5,2000,llm-only,SL-198,simple-lookup,1.0,0.8,5057,0.0154902,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,SL-198,simple-lookup,1.0,0.8,6705,0.024710400000000004,2.0,False,False
claude-haiku-4-5,2000,graph,RSN-12,reasoning,1.0,0.47058823529411764,17582,0.0606548,7.0,False,False
claude-haiku-4-5,2000,sql-fts,RSN-12,reasoning,1.0,0.35294117647058826,12987,0.0209027,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,RSN-12,reasoning,1.0,0.5882352941176471,26294,0.06189794999999999,8.0,False,True
claude-haiku-4-5,2000,llm-only,RSN-12,reasoning,1.0,0.35294117647058826,16452,0.025667699999999998,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,RSN-12,reasoning,1.0,0.4117647058823529,44735,0.10688315,10.0,False,True
claude-haiku-4-5,2000,graph,MH-95,multi-hop,1.0,1.0,46079,0.11382835,14.0,False,False
claude-haiku-4-5,2000,sql-fts,MH-95,multi-hop,1.0,1.0,2845,0.01393395,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,MH-95,multi-hop,1.0,1.0,13051,0.04381215000000001,4.0,False,False
claude-haiku-4-5,2000,llm-only,MH-95,multi-hop,1.0,1.0,4544,0.01984395,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,MH-95,multi-hop,1.0,1.0,17198,0.037116800000000005,3.0,False,False
claude-haiku-4-5,2000,graph,COH-52,cohort,1.0,1.0,6995,0.02221445,2.0,False,False
claude-haiku-4-5,2000,sql-fts,COH-52,cohort,0.0,1.0,7212,0.0168677,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,COH-52,cohort,1.0,1.0,6084,0.0238082,2.0,False,False
claude-haiku-4-5,2000,graph-cypher,COH-52,cohort,1.0,1.0,7393,0.02404995,2.0,False,False
claude-haiku-4-5,2000,graph,TMP-73,temporal,1.0,1.0,6157,0.025280300000000002,2.0,False,False
claude-haiku-4-5,2000,sql-fts,TMP-73,temporal,1.0,1.0,2933,0.0150827,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,TMP-73,temporal,1.0,1.0,8092,0.023781300000000002,2.0,False,False
claude-haiku-4-5,2000,llm-only,TMP-73,temporal,1.0,1.0,3673,0.021623950000000003,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,TMP-73,temporal,1.0,1.0,7495,0.0246413,2.0,False,False
claude-haiku-4-5,2000,graph,SL-73,simple-lookup,1.0,1.0,9140,0.027534350000000003,2.0,False,False
claude-haiku-4-5,2000,sql-fts,SL-73,simple-lookup,1.0,1.0,7621,0.02279895,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,SL-73,simple-lookup,1.0,1.0,7506,0.026319850000000002,2.0,False,False
claude-haiku-4-5,2000,llm-only,SL-73,simple-lookup,1.0,1.0,12182,0.029567699999999995,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,SL-73,simple-lookup,1.0,1.0,8155,0.026408600000000004,2.0,False,False
claude-haiku-4-5,2000,graph,RSN-54,reasoning,0.5,0.6,23472,0.059629900000000007,7.0,True,False
claude-haiku-4-5,2000,sql-fts,RSN-54,reasoning,0.5,0.6,15222,0.024053949999999998,1.0,True,False
claude-haiku-4-5,2000,sql-t2s,RSN-54,reasoning,0.5,1.0,55052,0.08391935,9.0,True,True
claude-haiku-4-5,2000,llm-only,RSN-54,reasoning,0.5,0.6,15396,0.0324952,1.0,True,False
claude-haiku-4-5,2000,graph-cypher,RSN-54,reasoning,0.5,1.0,96789,0.19028565,16.0,True,True
claude-haiku-4-5,2000,graph,MH-15,multi-hop,1.0,1.0,10869,0.042913900000000005,3.0,False,False
claude-haiku-4-5,2000,sql-fts,MH-15,multi-hop,1.0,1.0,12178,0.028106449999999998,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,MH-15,multi-hop,1.0,1.0,12038,0.036762100000000006,3.0,False,False
claude-haiku-4-5,2000,llm-only,MH-15,multi-hop,0.0,0.0,8834,0.02243395,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,MH-15,multi-hop,1.0,1.0,17176,0.03684815,3.0,False,False
claude-haiku-4-5,2000,graph,COH-11,cohort,1.0,1.0,5804,0.022674150000000004,2.0,False,False
claude-haiku-4-5,2000,sql-fts,COH-11,cohort,0.0,0.5,4845,0.0156252,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,COH-11,cohort,1.0,1.0,9900,0.025456399999999997,2.0,False,False
claude-haiku-4-5,2000,graph-cypher,COH-11,cohort,1.0,1.0,6268,0.0240664,2.0,False,False
claude-haiku-4-5,2000,graph,TMP-139,temporal,1.0,0.75,12089,0.04065885,2.0,False,False
claude-haiku-4-5,2000,sql-fts,TMP-139,temporal,1.0,0.75,5600,0.01920895,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,TMP-139,temporal,1.0,1.0,8390,0.02428935,2.0,False,False
claude-haiku-4-5,2000,llm-only,TMP-139,temporal,0.0,0.0,6017,0.0283252,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,TMP-139,temporal,1.0,1.0,8585,0.025741850000000004,2.0,False,False
claude-haiku-4-5,2000,sql-fts,SL-158,simple-lookup,0.0,0.0,3280,0.0119152,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,SL-158,simple-lookup,0.0,1.0,10309,0.02849695,2.0,False,False
claude-haiku-4-5,2000,llm-only,SL-158,simple-lookup,0.0,0.0,4135,0.015103950000000001,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,SL-158,simple-lookup,0.0,1.0,11485,0.02671445,2.0,False,False
claude-haiku-4-5,2000,graph,RSN-32,reasoning,0.5,0.26666666666666666,45756,0.11798145000000002,11.0,False,False
claude-haiku-4-5,2000,sql-fts,RSN-32,reasoning,0.5,0.0,13112,0.02201895,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,RSN-32,reasoning,0.5,0.6,37542,0.07136275,5.0,False,False
claude-haiku-4-5,2000,llm-only,RSN-32,reasoning,0.5,0.2,15098,0.0306602,1.0,False,False
claude-haiku-4-5,2000,graph-cypher,RSN-32,reasoning,0.5,0.4666666666666667,109241,0.10856384999999999,9.0,False,False
claude-haiku-4-5,2000,graph,MH-60,multi-hop,1.0,1.0,43297,0.1360126,13.0,False,False
claude-haiku-4-5,2000,sql-fts,MH-60,multi-hop,0.0,0.1111111111111111,3277,0.013493950000000001,1.0,False,False
claude-haiku-4-5,2000,sql-t2s,MH-60,multi-hop,1.0,1.0,16976,0.049504150000000004,4.0,False,False
claude-haiku-4-5,2000,llm-only,MH-60,multi-hop,0.0,0.1111111111111111,13924,0.0266302,1.0,False,False
