model,tier,system,qid,type,judge,fuzzy,latency_ms,cost_usd,turns,gt_suspect,over_answered
claude-haiku-4-5,20000,llm-only,TMP-135,temporal,1.0,0.75,4792,0.0174927,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,TMP-135,temporal,1.0,0.75,9775,0.025092450000000002,2.0,False,False
claude-haiku-4-5,20000,graph,SL-14,simple-lookup,0.5,0.5,8235,0.03251475,3.0,True,False
claude-haiku-4-5,20000,sql-fts,SL-14,simple-lookup,0.5,0.5,2696,0.01655645,1.0,True,False
claude-haiku-4-5,20000,sql-t2s,SL-14,simple-lookup,0.5,0.5,7074,0.02515435,2.0,True,False
claude-haiku-4-5,20000,llm-only,SL-14,simple-lookup,0.5,0.5,2823,0.02493145,1.0,True,False
claude-haiku-4-5,20000,graph-cypher,SL-14,simple-lookup,0.5,0.5,8979,0.02439185,2.0,True,False
claude-haiku-4-5,20000,graph,RSN-15,reasoning,1.0,0.7333333333333333,15723,0.04698705,5.0,False,False
claude-haiku-4-5,20000,sql-fts,RSN-15,reasoning,1.0,0.13333333333333333,5754,0.01367145,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,RSN-15,reasoning,1.0,0.7333333333333333,21257,0.06310555,6.0,False,False
claude-haiku-4-5,20000,llm-only,RSN-15,reasoning,1.0,0.4666666666666667,7837,0.0178752,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,RSN-15,reasoning,1.0,0.8,15391,0.040228150000000004,5.0,False,False
claude-haiku-4-5,20000,graph,MH-95,multi-hop,1.0,1.0,21355,0.0689207,9.0,False,False
claude-haiku-4-5,20000,sql-fts,MH-95,multi-hop,1.0,1.0,2594,0.0138102,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,MH-95,multi-hop,1.0,1.0,13165,0.04381355,4.0,False,False
claude-haiku-4-5,20000,llm-only,MH-95,multi-hop,1.0,1.0,3734,0.0196702,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,MH-95,multi-hop,1.0,1.0,12007,0.03476875000000001,3.0,False,False
claude-haiku-4-5,20000,graph,COH-41,cohort,0.5,1.0,5594,0.02217725,2.0,True,False
claude-haiku-4-5,20000,sql-fts,COH-41,cohort,0.0,0.5,6529,0.015873949999999998,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,COH-41,cohort,1.0,0.0,5899,0.0231515,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,COH-41,cohort,1.0,0.0,7299,0.023639,2.0,False,False
claude-haiku-4-5,20000,graph,TMP-13,temporal,0.0,0.46153846153846156,11435,0.03522825,3.0,False,False
claude-haiku-4-5,20000,sql-fts,TMP-13,temporal,0.0,0.3076923076923077,6700,0.01878645,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,TMP-13,temporal,0.5,0.5384615384615384,13200,0.0328293,2.0,False,True
claude-haiku-4-5,20000,llm-only,TMP-13,temporal,1.0,0.8461538461538461,7236,0.0279877,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,TMP-13,temporal,1.0,0.7692307692307693,16831,0.05368275,5.0,False,False
claude-haiku-4-5,20000,graph,SL-56,simple-lookup,1.0,1.0,8355,0.031879000000000005,3.0,False,False
claude-haiku-4-5,20000,sql-fts,SL-56,simple-lookup,1.0,1.0,3228,0.01146395,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,SL-56,simple-lookup,1.0,1.0,13263,0.0329703,3.0,False,False
claude-haiku-4-5,20000,graph-cypher,SL-56,simple-lookup,1.0,1.0,10804,0.034065950000000005,3.0,False,False
claude-haiku-4-5,20000,graph,RSN-57,reasoning,1.0,0.14285714285714285,61802,0.1482061,16.0,False,True
claude-haiku-4-5,20000,sql-fts,RSN-57,reasoning,0.5,0.42857142857142855,13364,0.018135199999999997,1.0,False,True
claude-haiku-4-5,20000,sql-t2s,RSN-57,reasoning,1.0,0.42857142857142855,40019,0.09966245,9.0,False,True
claude-haiku-4-5,20000,llm-only,RSN-57,reasoning,0.5,0.14285714285714285,20883,0.02716145,1.0,False,True
claude-haiku-4-5,20000,graph-cypher,RSN-57,reasoning,1.0,0.42857142857142855,42887,0.0830328,7.0,False,True
claude-haiku-4-5,20000,graph,MH-15,multi-hop,1.0,1.0,16357,0.043042750000000005,3.0,False,False
claude-haiku-4-5,20000,sql-fts,MH-15,multi-hop,1.0,1.0,21742,0.0340327,1.0,False,True
claude-haiku-4-5,20000,sql-t2s,MH-15,multi-hop,1.0,1.0,14913,0.035358799999999996,3.0,False,False
claude-haiku-4-5,20000,llm-only,MH-15,multi-hop,0.0,0.0,10751,0.0238902,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,MH-15,multi-hop,1.0,1.0,13514,0.035615,3.0,False,False
claude-haiku-4-5,20000,graph,COH-42,cohort,1.0,1.0,5960,0.022876,2.0,False,False
claude-haiku-4-5,20000,sql-fts,COH-42,cohort,0.0,0.5,14783,0.01959895,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,COH-42,cohort,1.0,1.0,6000,0.0232565,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,COH-42,cohort,1.0,1.0,8260,0.023620250000000002,2.0,False,False
claude-haiku-4-5,20000,graph,TMP-22,temporal,1.0,0.38461538461538464,10454,0.03610775000000001,3.0,False,False
claude-haiku-4-5,20000,sql-fts,TMP-22,temporal,0.0,0.23076923076923078,7628,0.0118377,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,TMP-22,temporal,1.0,0.38461538461538464,10023,0.02703075,2.0,False,False
claude-haiku-4-5,20000,llm-only,TMP-22,temporal,0.5,0.7692307692307693,5153,0.0125177,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,TMP-22,temporal,0.5,0.38461538461538464,16833,0.035514500000000004,3.0,False,True
claude-haiku-4-5,20000,graph,SL-115,simple-lookup,1.0,1.0,6436,0.0233783,2.0,False,True
claude-haiku-4-5,20000,sql-fts,SL-115,simple-lookup,1.0,1.0,2746,0.0103052,1.0,False,True
claude-haiku-4-5,20000,sql-t2s,SL-115,simple-lookup,1.0,1.0,5690,0.0232963,2.0,False,True
claude-haiku-4-5,20000,graph-cypher,SL-115,simple-lookup,1.0,1.0,6118,0.0242288,2.0,False,True
claude-haiku-4-5,20000,graph,RSN-35,reasoning,0.5,0.4666666666666667,31485,0.08028325,9.0,False,False
claude-haiku-4-5,20000,sql-fts,RSN-35,reasoning,0.5,0.4,7814,0.022750199999999998,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,RSN-35,reasoning,0.5,0.8,17554,0.03698335,2.0,False,True
claude-haiku-4-5,20000,llm-only,RSN-35,reasoning,1.0,0.3333333333333333,11981,0.0321727,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,RSN-35,reasoning,1.0,0.6,17820,0.04342895,3.0,False,True
claude-haiku-4-5,20000,graph,MH-60,multi-hop,0.0,0.1111111111111111,44943,0.11677299999999999,12.0,False,False
claude-haiku-4-5,20000,sql-fts,MH-60,multi-hop,0.0,0.1111111111111111,5687,0.014320199999999998,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,MH-60,multi-hop,1.0,1.0,14090,0.04376895,4.0,False,False
claude-haiku-4-5,20000,llm-only,MH-60,multi-hop,0.0,0.1111111111111111,14682,0.02644645,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,MH-60,multi-hop,1.0,1.0,14337,0.0302594,2.0,False,False
claude-haiku-4-5,20000,graph,COH-43,cohort,1.0,0.0,6414,0.022466,2.0,False,False
claude-haiku-4-5,20000,sql-fts,COH-43,cohort,0.0,0.5,11427,0.01829895,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,COH-43,cohort,1.0,0.0,8194,0.023266499999999996,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,COH-43,cohort,1.0,0.0,7992,0.024049,2.0,False,False
claude-haiku-4-5,20000,graph,TMP-6,temporal,0.5,0.07692307692307693,17612,0.061307350000000004,7.0,False,False
claude-haiku-4-5,20000,sql-fts,TMP-6,temporal,0.5,0.15384615384615385,4529,0.01395645,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,TMP-6,temporal,0.5,0.6153846153846154,22241,0.06016795,5.0,False,True
claude-haiku-4-5,20000,llm-only,TMP-6,temporal,0.5,0.3076923076923077,7967,0.021848950000000002,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,TMP-6,temporal,0.5,0.6923076923076923,28184,0.0659757,6.0,False,True
claude-haiku-4-5,20000,graph,SL-197,simple-lookup,1.0,0.7,18136,0.05173305000000001,5.0,False,False
claude-haiku-4-5,20000,sql-fts,SL-197,simple-lookup,1.0,0.7,3817,0.0108502,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,SL-197,simple-lookup,1.0,0.7,5696,0.023798800000000002,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,SL-197,simple-lookup,1.0,0.7,7470,0.02473255,2.0,False,False
claude-haiku-4-5,20000,graph,RSN-76,reasoning,0.5,0.1875,67859,0.18534160000000002,17.0,True,False
claude-haiku-4-5,20000,sql-fts,RSN-76,reasoning,0.5,0.125,11601,0.02045145,1.0,True,False
claude-haiku-4-5,20000,sql-t2s,RSN-76,reasoning,0.5,0.5625,44350,0.1105291,8.0,True,True
claude-haiku-4-5,20000,llm-only,RSN-76,reasoning,0.5,0.4375,17819,0.027300199999999997,1.0,True,False
claude-haiku-4-5,20000,graph-cypher,RSN-76,reasoning,0.5,0.625,64647,0.13626485,12.0,True,True
claude-haiku-4-5,20000,graph,MH-135,multi-hop,1.0,0.5,13405,0.03720865,4.0,False,False
claude-haiku-4-5,20000,sql-fts,MH-135,multi-hop,0.0,0.0,4963,0.01195895,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,MH-135,multi-hop,1.0,1.0,8345,0.026183249999999998,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,MH-135,multi-hop,1.0,1.0,10845,0.02806575,2.0,False,False
claude-haiku-4-5,20000,graph,COH-44,cohort,1.0,0.0,4925,0.022407050000000005,2.0,False,False
claude-haiku-4-5,20000,sql-fts,COH-44,cohort,0.0,0.0,5848,0.01541145,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,COH-44,cohort,1.0,0.0,4928,0.0228188,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,COH-44,cohort,1.0,0.0,9548,0.02398755,2.0,False,False
claude-haiku-4-5,20000,graph,TMP-62,temporal,1.0,0.46153846153846156,17370,0.0535795,5.0,False,False
claude-haiku-4-5,20000,sql-fts,TMP-62,temporal,0.5,0.46153846153846156,6357,0.01268895,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,TMP-62,temporal,1.0,0.8461538461538461,10521,0.02660055,2.0,False,True
claude-haiku-4-5,20000,llm-only,TMP-62,temporal,1.0,0.6153846153846154,8155,0.0179702,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,TMP-62,temporal,1.0,0.5384615384615384,20321,0.04580895,4.0,False,True
claude-haiku-4-5,20000,graph,SL-72,simple-lookup,1.0,1.0,8521,0.02434195,2.0,False,False
claude-haiku-4-5,20000,sql-fts,SL-72,simple-lookup,1.0,1.0,5404,0.0177602,1.0,False,True
claude-haiku-4-5,20000,sql-t2s,SL-72,simple-lookup,1.0,1.0,9323,0.02464995,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,SL-72,simple-lookup,1.0,0.75,7014,0.025321200000000002,2.0,False,False
claude-haiku-4-5,20000,graph,RSN-16,reasoning,1.0,0.7647058823529411,45106,0.11690910000000002,13.0,False,False
claude-haiku-4-5,20000,sql-fts,RSN-16,reasoning,1.0,0.29411764705882354,7716,0.013362700000000002,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,RSN-16,reasoning,1.0,0.7058823529411765,22410,0.04597795,4.0,False,True
claude-haiku-4-5,20000,llm-only,RSN-16,reasoning,1.0,0.35294117647058826,7489,0.01993895,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,RSN-16,reasoning,0.5,0.29411764705882354,23714,0.03812215000000001,3.0,False,True
claude-haiku-4-5,20000,graph,MH-96,multi-hop,1.0,1.0,16169,0.0623247,5.0,False,False
claude-haiku-4-5,20000,sql-fts,MH-96,multi-hop,0.0,1.0,6302,0.01730145,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,MH-96,multi-hop,1.0,1.0,19714,0.0441729,4.0,False,False
claude-haiku-4-5,20000,llm-only,MH-96,multi-hop,0.0,0.5,11370,0.0289452,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,MH-96,multi-hop,1.0,1.0,30963,0.04515095,4.0,False,False
claude-haiku-4-5,20000,graph,COH-45,cohort,1.0,1.0,6135,0.022611100000000002,2.0,False,False
claude-haiku-4-5,20000,sql-fts,COH-45,cohort,0.0,0.0,5839,0.016200199999999998,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,COH-45,cohort,1.0,0.0,7044,0.0233941,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,COH-45,cohort,1.0,0.0,6961,0.023749100000000002,2.0,False,False
claude-haiku-4-5,20000,graph,TMP-136,temporal,1.0,0.75,6785,0.024133650000000003,2.0,False,True
claude-haiku-4-5,20000,sql-fts,TMP-136,temporal,1.0,0.75,9680,0.015173949999999999,1.0,False,True
claude-haiku-4-5,20000,sql-t2s,TMP-136,temporal,1.0,0.75,14764,0.0259279,2.0,False,True
claude-haiku-4-5,20000,graph-cypher,TMP-136,temporal,1.0,0.75,14173,0.02658165,2.0,False,True
claude-haiku-4-5,20000,graph,SL-157,simple-lookup,1.0,1.0,27755,0.0808643,8.0,False,False
claude-haiku-4-5,20000,sql-fts,SL-157,simple-lookup,0.0,0.0,3486,0.01095645,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,SL-157,simple-lookup,1.0,1.0,7467,0.0245364,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,SL-157,simple-lookup,1.0,1.0,13345,0.0348372,3.0,False,False
claude-haiku-4-5,20000,graph,RSN-36,reasoning,1.0,0.26666666666666666,18357,0.047747700000000004,8.0,False,False
claude-haiku-4-5,20000,sql-fts,RSN-36,reasoning,0.5,0.3333333333333333,8750,0.03165395,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,RSN-36,reasoning,1.0,0.6,37574,0.08207130000000001,6.0,False,False
claude-haiku-4-5,20000,llm-only,RSN-36,reasoning,0.5,0.3333333333333333,14657,0.03219895,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,RSN-36,reasoning,1.0,0.4666666666666667,19818,0.044946849999999997,5.0,False,False
claude-haiku-4-5,20000,graph,MH-16,multi-hop,1.0,1.0,10564,0.041599950000000004,3.0,False,False
claude-haiku-4-5,20000,sql-fts,MH-16,multi-hop,1.0,1.0,6837,0.016433950000000003,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,MH-16,multi-hop,1.0,1.0,11063,0.04426725,4.0,False,False
claude-haiku-4-5,20000,llm-only,MH-16,multi-hop,1.0,1.0,9275,0.021435199999999998,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,MH-16,multi-hop,1.0,1.0,10791,0.027838850000000002,2.0,False,False
claude-haiku-4-5,20000,graph,COH-46,cohort,1.0,1.0,4648,0.02232215,2.0,False,False
claude-haiku-4-5,20000,sql-fts,COH-46,cohort,0.0,0.5,7329,0.0165977,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,COH-46,cohort,1.0,0.0,7496,0.023435150000000002,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,COH-46,cohort,1.0,0.0,6767,0.023688900000000002,2.0,False,False
claude-haiku-4-5,20000,graph,TMP-14,temporal,0.0,0.46153846153846156,12385,0.035834700000000004,3.0,False,False
claude-haiku-4-5,20000,sql-fts,TMP-14,temporal,0.5,0.38461538461538464,8288,0.01839395,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,TMP-14,temporal,1.0,0.6923076923076923,28379,0.0577005,5.0,False,False
claude-haiku-4-5,20000,graph-cypher,TMP-14,temporal,1.0,0.46153846153846156,18331,0.049936150000000006,4.0,False,False
claude-haiku-4-5,20000,graph,SL-15,simple-lookup,1.0,1.0,7580,0.032045000000000004,3.0,False,False
claude-haiku-4-5,20000,sql-fts,SL-15,simple-lookup,1.0,1.0,5171,0.0169577,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,SL-15,simple-lookup,1.0,1.0,10412,0.026306949999999996,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,SL-15,simple-lookup,0.0,0.0,10122,0.026348200000000002,2.0,False,False
claude-haiku-4-5,20000,graph,MH-61,multi-hop,1.0,1.0,56940,0.14095600000000003,14.0,False,False
claude-haiku-4-5,20000,sql-fts,MH-61,multi-hop,0.0,0.0,14242,0.0177377,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,MH-61,multi-hop,1.0,1.0,19240,0.04743265,6.0,False,False
claude-haiku-4-5,20000,llm-only,MH-61,multi-hop,0.5,0.0,10480,0.02309395,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,MH-61,multi-hop,1.0,1.0,19434,0.05391445,5.0,False,False
claude-haiku-4-5,20000,graph,COH-47,cohort,1.0,1.0,6332,0.023127750000000002,2.0,False,False
claude-haiku-4-5,20000,sql-fts,COH-47,cohort,0.0,0.5,4611,0.01576645,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,COH-47,cohort,1.0,1.0,10709,0.026880750000000002,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,COH-47,cohort,1.0,1.0,6589,0.024817000000000002,2.0,False,False
claude-haiku-4-5,20000,graph,TMP-23,temporal,1.0,0.6153846153846154,11097,0.0365095,4.0,False,False
claude-haiku-4-5,20000,sql-fts,TMP-23,temporal,0.5,0.23076923076923078,4259,0.0126902,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,TMP-23,temporal,1.0,0.46153846153846156,12004,0.027471799999999998,2.0,False,False
claude-haiku-4-5,20000,llm-only,TMP-23,temporal,0.5,0.8461538461538461,4321,0.01743645,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,TMP-23,temporal,1.0,0.5384615384615384,11261,0.0278393,2.0,False,False
claude-haiku-4-5,20000,graph,SL-116,simple-lookup,0.0,0.5,12511,0.02368935,2.0,False,False
claude-haiku-4-5,20000,sql-fts,SL-116,simple-lookup,1.0,1.0,3635,0.0127177,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,SL-116,simple-lookup,1.0,1.0,8288,0.0268886,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,SL-116,simple-lookup,1.0,1.0,7876,0.024757350000000004,2.0,False,False
claude-haiku-4-5,20000,graph,MH-136,multi-hop,1.0,1.0,13856,0.0445232,4.0,False,False
claude-haiku-4-5,20000,sql-fts,MH-136,multi-hop,0.0,0.0,5178,0.013057699999999998,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,MH-136,multi-hop,1.0,1.0,6955,0.0238916,2.0,False,False
claude-haiku-4-5,20000,llm-only,MH-136,multi-hop,0.0,0.0,4772,0.018968950000000002,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,MH-136,multi-hop,1.0,1.0,11492,0.02941535,2.0,False,False
claude-haiku-4-5,20000,graph,COH-48,cohort,1.0,0.0,4497,0.022453800000000003,2.0,False,False
claude-haiku-4-5,20000,sql-fts,COH-48,cohort,0.0,0.5,6390,0.016613950000000002,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,COH-48,cohort,1.0,0.0,8505,0.0262018,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,COH-48,cohort,1.0,0.0,9001,0.02637055,2.0,False,False
claude-haiku-4-5,20000,graph,TMP-7,temporal,1.0,0.8461538461538461,12474,0.11229035000000001,4.0,False,False
claude-haiku-4-5,20000,sql-fts,TMP-7,temporal,0.5,0.23076923076923078,4996,0.01417145,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,TMP-7,temporal,1.0,0.6153846153846154,18631,0.03844095,3.0,False,False
claude-haiku-4-5,20000,graph-cypher,TMP-7,temporal,1.0,0.8461538461538461,17361,0.04698820000000001,4.0,False,False
claude-haiku-4-5,20000,graph,SL-198,simple-lookup,0.5,0.8,17214,0.05353655,5.0,False,False
claude-haiku-4-5,20000,sql-fts,SL-198,simple-lookup,0.5,0.8,4883,0.0130152,1.0,False,True
claude-haiku-4-5,20000,sql-t2s,SL-198,simple-lookup,1.0,0.8,6246,0.0241284,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,SL-198,simple-lookup,1.0,0.7,7104,0.024983400000000003,2.0,False,False
claude-haiku-4-5,20000,graph,MH-97,multi-hop,1.0,1.0,33517,0.0871489,7.0,False,False
claude-haiku-4-5,20000,sql-fts,MH-97,multi-hop,0.0,0.0,8848,0.024616449999999998,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,MH-97,multi-hop,1.0,1.0,14816,0.046982300000000005,4.0,False,False
claude-haiku-4-5,20000,graph-cypher,MH-97,multi-hop,1.0,1.0,22671,0.057724700000000004,5.0,False,False
claude-haiku-4-5,20000,graph,COH-49,cohort,1.0,0.0,4494,0.022572350000000005,2.0,False,False
claude-haiku-4-5,20000,sql-fts,COH-49,cohort,0.0,0.0,5358,0.01626645,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,COH-49,cohort,1.0,0.0,11790,0.02750035,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,COH-49,cohort,1.0,0.0,11956,0.02778535,2.0,False,False
claude-haiku-4-5,20000,graph,TMP-63,temporal,1.0,0.23076923076923078,10608,0.03307535,4.0,False,False
claude-haiku-4-5,20000,sql-fts,TMP-63,temporal,1.0,0.23076923076923078,5106,0.01182395,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,TMP-63,temporal,1.0,0.23076923076923078,9595,0.02610825,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,TMP-63,temporal,1.0,0.6153846153846154,15042,0.03900145,3.0,False,False
claude-haiku-4-5,20000,graph,SL-73,simple-lookup,1.0,1.0,8050,0.0253781,2.0,False,False
claude-haiku-4-5,20000,sql-fts,SL-73,simple-lookup,0.5,1.0,6402,0.0211977,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,SL-73,simple-lookup,1.0,1.0,8357,0.0261486,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,SL-73,simple-lookup,1.0,1.0,12394,0.027157350000000004,2.0,False,False
claude-haiku-4-5,20000,graph,MH-17,multi-hop,1.0,1.0,30876,0.0812932,8.0,False,False
claude-haiku-4-5,20000,sql-fts,MH-17,multi-hop,1.0,1.0,4832,0.015148950000000001,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,MH-17,multi-hop,1.0,1.0,12336,0.0346426,3.0,False,False
claude-haiku-4-5,20000,llm-only,MH-17,multi-hop,1.0,1.0,7530,0.021581450000000002,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,MH-17,multi-hop,1.0,1.0,9974,0.033832100000000004,3.0,False,False
claude-haiku-4-5,20000,graph,TMP-137,temporal,1.0,0.0,6911,0.023739000000000003,2.0,False,False
claude-haiku-4-5,20000,sql-fts,TMP-137,temporal,0.5,0.75,6458,0.0144827,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,TMP-137,temporal,1.0,0.75,8324,0.025817,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,TMP-137,temporal,1.0,1.0,11145,0.0274245,2.0,False,False
claude-haiku-4-5,20000,sql-fts,SL-158,simple-lookup,0.0,0.0,3843,0.01215395,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,SL-158,simple-lookup,1.0,1.0,13359,0.025733699999999998,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,SL-158,simple-lookup,1.0,1.0,10437,0.02696995,2.0,False,False
claude-haiku-4-5,20000,graph,MH-62,multi-hop,1.0,1.0,47136,0.12670675,13.0,False,False
claude-haiku-4-5,20000,sql-fts,MH-62,multi-hop,0.0,0.0,4010,0.0169152,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,MH-62,multi-hop,1.0,1.0,11186,0.034431449999999995,3.0,False,False
claude-haiku-4-5,20000,llm-only,MH-62,multi-hop,0.0,0.3333333333333333,8724,0.022560200000000002,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,MH-62,multi-hop,1.0,1.0,10598,0.03388985,3.0,False,False
claude-haiku-4-5,20000,graph,TMP-15,temporal,1.0,0.7692307692307693,12476,0.046386250000000004,5.0,False,False
claude-haiku-4-5,20000,sql-fts,TMP-15,temporal,0.5,0.46153846153846156,5324,0.0157202,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,TMP-15,temporal,1.0,0.6153846153846154,13532,0.0324647,2.0,False,False
claude-haiku-4-5,20000,llm-only,TMP-15,temporal,0.5,0.7692307692307693,7402,0.024497700000000004,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,TMP-15,temporal,1.0,0.9230769230769231,18481,0.04798955,5.0,False,False
claude-haiku-4-5,20000,graph,SL-16,simple-lookup,1.0,1.0,8299,0.04610385,4.0,False,False
claude-haiku-4-5,20000,sql-fts,SL-16,simple-lookup,1.0,1.0,4904,0.013262699999999999,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,SL-16,simple-lookup,1.0,1.0,9023,0.024053149999999995,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,SL-16,simple-lookup,1.0,1.0,10160,0.02660315,2.0,False,False
claude-haiku-4-5,20000,graph,MH-137,multi-hop,1.0,1.0,10243,0.033556100000000005,3.0,False,False
claude-haiku-4-5,20000,sql-fts,MH-137,multi-hop,0.0,0.0,2768,0.011540199999999999,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,MH-137,multi-hop,1.0,1.0,8324,0.025667,2.0,False,False
claude-haiku-4-5,20000,llm-only,MH-137,multi-hop,0.0,0.0,3069,0.01403395,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,MH-137,multi-hop,1.0,1.0,10658,0.03500955,3.0,False,False
claude-haiku-4-5,20000,graph,TMP-24,temporal,1.0,0.23076923076923078,11534,0.03683535,3.0,False,False
claude-haiku-4-5,20000,sql-fts,TMP-24,temporal,0.0,0.23076923076923078,3841,0.01067895,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,TMP-24,temporal,1.0,0.23076923076923078,13239,0.029635349999999998,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,TMP-24,temporal,1.0,0.38461538461538464,12727,0.0364936,3.0,False,False
claude-haiku-4-5,20000,graph,SL-117,simple-lookup,1.0,1.0,5884,0.0233533,2.0,False,False
claude-haiku-4-5,20000,sql-fts,SL-117,simple-lookup,1.0,1.0,2399,0.00994645,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,SL-117,simple-lookup,1.0,1.0,6130,0.02413755,2.0,False,False
claude-haiku-4-5,20000,graph-cypher,SL-117,simple-lookup,1.0,1.0,6202,0.024013800000000002,2.0,False,False
claude-haiku-4-5,20000,graph,MH-98,multi-hop,1.0,1.0,35974,0.1256424,16.0,False,False
claude-haiku-4-5,20000,sql-fts,MH-98,multi-hop,0.0,1.0,3211,0.012776450000000002,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,MH-98,multi-hop,1.0,1.0,8889,0.0343549,3.0,False,False
claude-haiku-4-5,20000,llm-only,MH-98,multi-hop,0.0,1.0,5188,0.01851645,1.0,False,False
claude-haiku-4-5,20000,graph-cypher,MH-98,multi-hop,1.0,1.0,9870,0.03467015,3.0,False,False
claude-haiku-4-5,20000,graph,TMP-8,temporal,1.0,0.23076923076923078,18966,0.0515579,5.0,False,False
claude-haiku-4-5,20000,sql-fts,TMP-8,temporal,0.0,0.15384615384615385,2752,0.01383895,1.0,False,False
claude-haiku-4-5,20000,sql-t2s,TMP-8,temporal,1.0,0.7692307692307693,13130,0.028327949999999998,2.0,False,False
claude-haiku-4-5,20000,llm-only,TMP-8,temporal,1.0,0.46153846153846156,5030,0.02157145,1.0,False,False
